Institusi,Halaman Terdeface,Attacker,H,M,R,Lokasi,Kejadian,Arsip,OS
,"sipp.pa-tulungagung.go.id/uwu.txt
							",Odiq,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892693,
,"cctv.pn-bandaaceh.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892691,
,"tilang.pn-bandaaceh.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892689,
,"sipp.pa-boyolali.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892688,
,"sp3k.pn-blitar.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892687,
,"sippweb.pa-wonosobo.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892686,
,"sipp.pa-wonosobo.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892685,
,"cts.pn-rengat.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892680,
,"lamongan.pn-lamongan.go.id/uwu...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892678,
,"eskum.pn-lamongan.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892677,
,"tilang.pn-lamongan.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892675,
,"sipp320.pn-lamongan.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892674,
,"arsip.pa-surakarta.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892673,
,"sipp.pa-surakarta.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892671,
,"sippweb.pa-surakarta.go.id/uwu...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892670,
,"www.beta.pn-semarapura.go.id/u...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892669,
,"www.e-ptsp.pn-semarapura.go.id...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892667,
,"www.ptsp.pn-semarapura.go.id/u...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892666,
,"www.jdih.pn-semarapura.go.id/u...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892665,
,"tilang.pn-mungkid.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892654,
,"sipp.pn-mungkid.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892653,
,"eskum.pn-blangkejeren.go.id/uw...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892648,
,"sipp.pa-palu.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892645,
,"sikir.pa-palu.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892644,
,"sippweb.pa-palu.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892643,
,"integration.pa-palu.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892642,
,"e-sapm.pa-palu.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892641,
,"sakti.pa-palu.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892640,
,"eskum.pn-buntok.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892634,
,"epanjar.pa-klungkung.go.id/uwu...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892633,
,"sipp.pn-slawi.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892632,
,"kajianhadis.pta-malut.go.id/uw...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892631,
,"sipp.pta-malut.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892630,
,"sipp.pn-gianyar.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892628,
,"v5.ptun-jakarta.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892627,
,"skum.pn-masamba.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892625,
,"coba.pn-masamba.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892624,
,"sipp311.pn-pekalongan.go.id/uw...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892621,
,"sipp315-3.pn-pekalongan.go.id/...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892620,
,"peradilan.pn-pekalongan.go.id/...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892619,
,"sipp314.pn-pekalongan.go.id/uw...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892618,
,"sipp315.pn-pekalongan.go.id/uw...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892617,
,"informasi.pn-lhokseumawe.go.id...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892616,
,"sippweb.pn-lhokseumawe.go.id/u...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892615,
,"sipak.pn-lhokseumawe.go.id/uwu...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892614,
,"eskum.pn-lhokseumawe.go.id/uwu...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892613,
,"surveiikm.pn-lhokseumawe.go.id...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892612,
,"arsip.pn-lhokseumawe.go.id/uwu...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892611,
,"pengaduan.pn-lhokseumawe.go.id...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892610,
,"arsipsmk.pn-lhokseumawe.go.id/...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892609,
,"sipip.pn-lhokseumawe.go.id/uwu...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892608,
,"perpustakaannew.pn-donggala.go...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892607,
,"sipp.pn-donggala.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892120,
,"coba.pn-masamba.go.id/n1c3.txt
							",n1c3 d4y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34318565,
,"skum.pn-masamba.go.id/n1c3.txt
							",n1c3 d4y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34318564,
,"sipp.pa-muarabungo.go.id/n1c3.txt
							",n1c3 d4y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34318562,
,"perkara.pa-muarabungo.go.id/n1...
							",n1c3 d4y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34318561,
,"sibopaksara.kemdikbud.go.id/wi...
							",Mr_Topeng,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-02,www.zone-h.org/mirror/id/34255111,
,"kpu-kuansingkab.go.id/Galau.htm
							",PikunPe0ple,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-31,www.zone-h.org/mirror/id/34319771,
,"perpustakaan.pn-sigli.go.id/la...
							",Tn.CL4Y,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-31,www.zone-h.org/mirror/id/34319381,
,"esp.depok.go.id
							",1K4lL_*,H,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-29,www.zone-h.org/mirror/id/34299199,
,"www.ptun-mataram.go.id/alf.txt
							",alf404,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-28,www.zone-h.org/mirror/id/34313954,
,"perpus.ptun-mataram.go.id/sl.txt
							",alf404,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-28,www.zone-h.org/mirror/id/34313955,
,"sipp.pa-kediri.go.id/ex.txt
							",0xGh05t,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-27,www.zone-h.org/mirror/id/34312051,
,"pt-gorontalo.go.id/ex.txt
							",0xGh05t,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-27,www.zone-h.org/mirror/id/34312048,
,"amr.pa-kediri.go.id/ex.txt
							",0xGh05t,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-27,www.zone-h.org/mirror/id/34312050,
,"bkd.pacitankab.go.id/olala.htm
							",Family Attack Cyber,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-27,www.zone-h.org/mirror/id/34307315,
,"pn-pemalang.go.id/index.txt
							",jeager,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-27,www.zone-h.org/mirror/id/34306067,
,"distan.sukabumikota.go.id
							",Noniod7,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-26,www.zone-h.org/mirror/id/34305341,
,"sipp.pn-kasongan.go.id
							",PikunPe0ple,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-26,www.zone-h.org/mirror/id/34300991,
,"sipp.pn-palu.go.id/niceday.txt
							",n1c3 d4y,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-25,www.zone-h.org/mirror/id/34300523,
,"sipp.pn-tapaktuan.go.id/niceda...
							",n1c3 d4y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-25,www.zone-h.org/mirror/id/34300502,
,"eskum.pn-tapaktuan.go.id/niced...
							",n1c3 d4y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-25,www.zone-h.org/mirror/id/34300501,
,"sipp.pa-bondowoso.go.id/niceda...
							",n1c3 d4y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-25,www.zone-h.org/mirror/id/34299552,
,"esikipeg.pa-bondowoso.go.id/ni...
							",n1c3 d4y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-25,www.zone-h.org/mirror/id/34299553,
,"kantore.pa-bondowoso.go.id/nic...
							",n1c3 d4y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-25,www.zone-h.org/mirror/id/34299551,
,"perpustakaan.pn-brebes.go.id/n...
							",n1c3 d4y,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-25,www.zone-h.org/mirror/id/34299538,
,"dharmayukti.pn-temanggung.go.i...
							",n1c3 d4y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-25,www.zone-h.org/mirror/id/34299525,
,"masuk.pn-temanggung.go.id/nice...
							",n1c3 d4y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-25,www.zone-h.org/mirror/id/34299527,
,"jdihpn.pn-temanggung.go.id/nic...
							",n1c3 d4y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-25,www.zone-h.org/mirror/id/34299523,
,"dokumen.pn-temanggung.go.id/ni...
							",n1c3 d4y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-25,www.zone-h.org/mirror/id/34299528,
,"tilang.pn-temanggung.go.id/nic...
							",n1c3 d4y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-25,www.zone-h.org/mirror/id/34299526,
,"sigper.pn-temanggung.go.id/nic...
							",n1c3 d4y,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-25,www.zone-h.org/mirror/id/34299524,
,"pamekasankab.go.id/1.php
							",Riyan,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-25,www.zone-h.org/mirror/id/34299198,
,"sipp.pn-masamba.go.id/n1c3.txt
							",n1c3 d4y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-25,www.zone-h.org/mirror/id/34299138,
,"www.pa-ambarawa.go.id/n1c3.txt
							",n1c3 d4y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-25,www.zone-h.org/mirror/id/34299135,
,"pariwisata.florestimurkab.go.i...
							",MR.Donut's,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-24,www.zone-h.org/mirror/id/34297747,
,"petapariwisata.florestimurkab....
							",MR.Donut',H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-24,www.zone-h.org/mirror/id/34297738,
,"pkpt.litbang.pu.go.id/perpusta...
							",SeRaVo BlackHaT,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-23,www.zone-h.org/mirror/id/34293831,
,"pn-raha.go.id/perpustakaan/rep...
							",SeRaVo BlackHaT,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-23,www.zone-h.org/mirror/id/34293829,
,"pn-masamba.go.id/perpustakaan/...
							",SeRaVo BlackHaT,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-23,www.zone-h.org/mirror/id/34293811,
,"perpus.pn-kasongan.go.id/repos...
							",SeRaVo BlackHaT,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-23,www.zone-h.org/mirror/id/34293804,
,"pn-lamongan.go.id/perpustakaan...
							",SeRaVo BlackHaT,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-23,www.zone-h.org/mirror/id/34293801,
,"pa-jember.go.id/perpustakaan/r...
							",SeRaVo BlackHaT,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-23,www.zone-h.org/mirror/id/34293798,
,"pn-kasongan.go.id/perpus/repos...
							",SeRaVo BlackHaT,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-23,www.zone-h.org/mirror/id/34293797,
,"balaimedan.ditjenbun.pertanian...
							",DENNI5 ID,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-23,www.zone-h.org/mirror/id/34225863,
,"sekretariat.ditjenbun.pertania...
							",DENNI5 ID,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-23,www.zone-h.org/mirror/id/34225862,
,"belitungkab.bawaslu.go.id/own....
							",Error People Squad,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-23,www.zone-h.org/mirror/id/34063532,
,"diskominfo.tolitolikab.go.id/l...
							",/Rayzky_,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-23,www.zone-h.org/mirror/id/34272323,
,"jdihdprd.tolitolikab.go.id/lov...
							",/Rayzky_,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-23,www.zone-h.org/mirror/id/34272322,
,"dishut.jabarprov.go.id/-.htm
							",K4TSUY4-GH05T,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-22,www.zone-h.org/mirror/id/34292847,
,"prodeskel.bantenprov.go.id
							",MR.Donut's,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-22,www.zone-h.org/mirror/id/34292350,
,"klinikkonstruksi.jogjaprov.go....
							",xNot_RespondinGx,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-21,www.zone-h.org/mirror/id/34173213,
,"sipp.pa-padangsidempuankota.go.id
							",Tersakiti Crew,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-21,www.zone-h.org/mirror/id/34264444,
,"perpustakaan.pa-padangsidempua...
							",Tersakiti Crew,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-21,www.zone-h.org/mirror/id/34264443,
,"kgb.pa-padangsidempuankota.go.id
							",Tersakiti Crew,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-21,www.zone-h.org/mirror/id/34264442,
,"kepulauanselayar.bawaslu.go.id...
							",Mr_Topeng,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-21,www.zone-h.org/mirror/id/34173230,
,"kelurahanwates.kulonprogokab.g...
							",Mr.Vangke404,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-10-21,www.zone-h.org/mirror/id/33840839,
